Numéro de notice,Titre,Facteur ou auteur,Type d'objet,Instrument niveau 1,Instrument niveau 2,Instrument niveau 3,Collection d'origine,Incontournable,URL Photographie,URL Enregistrement,Enregistrement,Continent,Pays,Code ISO-2,Ville,Coordonnées,Autres descripteurs géographiques
130081,Violon / E.979.2.39,"Lejeune, François (vers 1720/1724-1785)",Instrument de musique,Instrument à cordes,Violons,Violon,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000011957.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130083,Clavecin / E.979.2.4,"Collesse, Joseph (1717-1776)",Instrument de musique,Instrument à clavier,Clavecins,Clavecin,Alain Vian,,https://mimo-international.com/media/CM/IMAGE/CMIM000023885.jpg,,,Europe,France,FR,Lyon,"45.74846, 4.84671",
130085,Alto / E.979.2.40,"Lejeune, François (vers 1720/1724-1785)",Instrument de musique,Instrument à cordes,Altos,Alto,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000013990.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130086,Violoncelle / E.979.2.41,"Lejeune, François (vers 1720/1724-1785)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000013992.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130088,Alto / E.979.2.43,"Fleury, Benoît (1719-1792)",Instrument de musique,Instrument à cordes,Altos,Alto,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000013996.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130090,Contrebasse / E.979.2.45,"Fleury, Benoît (1719-1792)",Instrument de musique,,,,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000026091.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130091,Violon / E.979.2.47,"Des Rousseaux, Nicolas (vers 1715/1717-1783)",Instrument de musique,Instrument à cordes,Violons,Violon,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014000.jpg,,,Europe,France,FR,Verdun,"49.15964, 5.3829",Lorraine
130093,Quinton / E.979.2.48,"Des Rousseaux, Nicolas (vers 1715/1717-1783)",Instrument de musique,Instrument à cordes,Violes,Quinton,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014002.jpg,,,Europe,France,FR,Verdun,"49.15964, 5.3829",Lorraine
130094,Clavecin / E.979.2.5,"Erard, Sébastien (1752-1831)",Instrument de musique,Instrument à clavier,Clavecins,Clavecin,Mme Erard,,https://mimo-international.com/media/CM/IMAGE/CMIM000023926.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130096,Violoncelle / E.979.2.50,"Des Rousseaux, Nicolas (vers 1715/1717-1783)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014006.jpg,,,Europe,France,FR,,,
130097,Trompette à pistons en fa / E.976.14.1,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019897.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130099,Trompette naturelle / E.976.14.2,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette naturelle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019899.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130100,Trompette à pistons en si bémol / E.976.14.3,"Selmer, Henri (1858-1941)",Instrument de musique,Instrument à vent,Trompettes,Trompette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027929.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130102,Violon d'amour / E.979.2.52,"Lambert, Jean Nicolas (1708-1759)",Instrument de musique,Instrument à cordes,Violes,Viole d'amour,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014010.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130104,Trompette à pistons piccolo / E.976.14.4,"Selmer, Henri (1858-1941)",Instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020069.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130105,Viole d'amour / E.979.2.53,"Lambert, Jean Nicolas (1708-1759)",Instrument de musique,Instrument à cordes,Violes,Viole d'amour,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000012005.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130106,Vielle à roue / E.979.2.54,"Lambert, Jean Nicolas (1708-1759)",Instrument de musique,Instrument à cordes,Vielles à roue,Vielle à roue,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000012009.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130107,Mandoline / E.979.2.56,"Lambert, Jean Nicolas (1708-1759)",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000019685.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130108,Violon / E.979.2.51,"Lambert, Jean Nicolas (1708-1759)",Instrument de musique,Instrument à cordes,Violons,Violon,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014008.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130109,Violon / E.979.2.57,"Renaudin, Léopold (1756-1795)",Instrument de musique,Instrument à cordes,Violons,Violon,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000012011.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130111,Violoncelle / E.979.2.58,"Renaudin, Léopold (1756-1795)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014015.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130112,Chevalet de violon / E.903.27,Anonyme,Élément d'instrument de musique,,,,Jean-Baptiste Vuillaume,,,,,Europe,Italie,IT,Crémone,"45.13325, 10.02129",
130114,Pochette / E.979.2.62,"Bertrand, Nicolas (16..-1725)",Instrument de musique,Instrument à cordes,Violons,Pochette,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000012031.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130116,Chevalet de violon / E.903.28,Anonyme,Élément d'instrument de musique,,,,Jean-Baptiste Vuillaume,,,,,Europe,Italie,IT,Crémone,"45.13325, 10.02129",
130118,Pardessus de viole / E.979.2.66,"Louvet, Jean (vers 1720-1793)",Instrument de musique,Instrument à cordes,Violes,Pardessus de viole,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014026.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130120,Chevalet de violon / E.903.29,Anonyme,Élément d'instrument de musique,,,,Jean-Baptiste Vuillaume,,,,,Europe,Italie,IT,Crémone,"45.13325, 10.02129",
130122,Virginale / E.979.2.6,"Ruckers, Ioannes (1578-1642)",Instrument de musique,Instrument à clavier,Clavecins,Virginale,Lapersonne-Bazin,,https://mimo-international.com/media/CM/IMAGE/CMIM000023793.jpg,,,Europe,Belgique,BE,Anvers,"51.22047, 4.40026",
130125,Violon / E.979.2.60,"Boquay, Jacques (vers 1680-1730)",Instrument de musique,Instrument à cordes,Violons,Violon,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014020.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130127,Chevalet de violon / E.903.?,"Bergonzi, Carlo (1683-1747)",Élément d'instrument de musique,,,,Jean-Baptiste Vuillaume,,,,,Europe,Italie,IT,Crémone,"45.13325, 10.02129",
130129,Guitare / E.979.2.70,"Voboam, Jean (vers 1633-après 1691)",Instrument de musique,Instrument à cordes,Guitares,Guitare,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000019151.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130131,Chevalet de violon / E.903.?,"Pique, François-Louis (1758-1822)",Élément d'instrument de musique,,,,Jean-Baptiste Vuillaume,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130133,Cistre / E.979.2.71,"Rauche, Michaël (17..-?)",Instrument de musique,Instrument à cordes,Cistres,Cistre,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000015172.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130135,Contrebasse / E.979.8.1,"Gaviniès, François (vers 1683-1772)",Instrument de musique,Instrument à cordes,Contrebasses,Contrebasse,,,https://mimo-international.com/media/CM/IMAGE/CMIM000026086.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130137,Flûte à bec alto / E.98,"Oberlender, Johann Wilhelm I (1681-1763)",Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,Soulage,,https://mimo-international.com/media/CM/IMAGE/CMIM000035276.jpg,,,Europe,Allemagne,DE,Nuremberg,"49.45421, 11.07752",
130139,Flûte traversière en fa / E.980.2.1,"Scherer, Johannes II (1664-1722)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014033.jpg,,,Europe,Allemagne,DE,Butzbach,"50.43395, 8.67122",
130141,Violon / E.979.1.1,"Grand-Gérard, Jean-Baptiste (17..-après 1822)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011437.jpg,,,Europe,France,FR,Mirecourt,"48.30089, 6.13282",Lorraine
130143,Clarinette en si bémol / E.980.2.125,"Kirst, Friedrich Gabriel August (ca. 1750-1806)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014086.jpg,,,Europe,Allemagne,DE,Potsdam,"52.39886, 13.06566",
130145,Chevalet de violon / E.903.?,"Pupunat, François-Marie (1805-1868)",Élément d'instrument de musique,,,,Jean-Baptiste Vuillaume,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130147,Violon / E.906,"Landolfi, Carlo Ferdinando (vers 1714-après 1788)",Instrument de musique,Instrument à cordes,Violons,Violon,Joseph Botto,,https://mimo-international.com/media/CM/IMAGE/CMIM000013592.jpg,,,Europe,Italie,IT,Milan,"45.46427, 9.18951",
130149,Clarinette / E.980.2.133,"Buffet, Louis-Auguste (1789-1864)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014092.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130151,Hautbois / E.980.2.140,"Grundmann, Jakob Friedrich (1727-1800)",Instrument de musique,Instrument à vent,Hautbois,Hautbois,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014095.jpg,,,Europe,Allemagne,DE,Dresde,"51.05089, 13.73832",
130153,Table d'harmonie de piano / E.979.6.1,"Freudenthaler, Jean-Guillaume (1761-1824)",Élément d'instrument de musique,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130155,Hautbois / E.980.2.144,"Palanca, Carlo (1691-1783)",Instrument de musique,Instrument à vent,Hautbois,Hautbois,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014098.jpg,,,Europe,Italie,IT,Turin,"45.07049, 7.68682",
130157,Violon / E.919,"Eve, Jacques Charles (17..-17..)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010429.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130159,Flûte traversière / E.980.2.16,"Villars, Paul (?-après 1779)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014040.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130161,Basson / E.922,"Triebert, Frederic (1813-1878)",Instrument de musique,Instrument à vent,Bassons,Basson,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013601.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130163,Lituus (reconstitution) / E.923,"Mahillon, Victor-Charles (1841-1924)",Instrument de musique,Instrument à vent,Trompettes,Lituus,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021648.jpg,,,Europe,Belgique,BE,Bruxelles,"50.85045, 4.34878",
130165,Flûte traversière / E.980.2.18,"Lot, Martin (1718-1785)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014041.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130167,Flûte traversière / E.928.1,"Winnen, Nicolas (17..-1828)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010435.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130169,Corps de rechange de flûte traversière / E.928.2,"Winnen, Nicolas (17..-1828)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010435.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130170,Corps de rechange de flûte traversière / E.928.3,"Winnen, Nicolas (17..-1828)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010435.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130171,Harpe / E.929,"Holtzmann, Godefroy (17..-1799 ?)",Instrument de musique,Instrument à cordes,Harpes,Harpe,,,https://mimo-international.com/media/CM/IMAGE/CMIM000022551.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130173,Violon / E.932,"Boquay, Jacques (vers 1680-1730)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000010436.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130174,Viole d'amour / E.934,"Jauck, Johannes Balthasar (165.-1758)",Instrument de musique,Instrument à cordes,Violes,Viole d'amour,Luigi Arrigoni,,https://mimo-international.com/media/CM/IMAGE/CMIM000013603.jpg,,,Europe,Autriche,AT,Graz,"47.06667, 15.45",
130176,Guimbarde / E.0719.1,"Schlütter, F.",Instrument de musique,Instrument à percussion,Guimbardes,Guimbarde,,,https://mimo-international.com/media/CM/IMAGE/CMIM000031436.jpg,,,Europe,,,,,
130178,Violoncelle / E.935,"Lambert, Jean Nicolas (1708-1759)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,Luigi Arrigoni,,https://mimo-international.com/media/CM/IMAGE/CMIM000027722.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130179,Archet de violoncelle / E.980.2.225,"Fétique, Victor (1872-1933)",Élément d'instrument de musique,,,,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000026298.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130181,Métronome / E.0721,"Maelzel, Johann Nepomuk (1772-1838)",Accessoire,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027698.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130183,Guitare / E.937,Anonyme,Instrument de musique,Instrument à cordes,Guitares,Guitare,Luigi Arrigoni,,https://mimo-international.com/media/CM/IMAGE/CMIM000016648.jpg,,,Europe,Allemagne,DE,Dresde,"51.05089, 13.73832",
130185,Flûte traversière / E.980.2.251,"Monzani, Tebaldo (1762-1839)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014211.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130187,Cor anglais / E.980.2.259,"Tabard, Jean-Baptiste (1779-1845)",Instrument de musique,Instrument à vent,Hautbois,Cor anglais,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000012469.jpg,,,Europe,France,FR,Lyon,"45.74846, 4.84671",
130189,Flûte traversière en mi b / E.980.2.31,"Cahusac, Thomas I (1714-1798)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014044.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130191,Luth / E.980.2.338,"Boss, Laux (15..-?)",Instrument de musique,Instrument à cordes,Luths,Luth,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000019680.jpg,,,Europe,Allemagne,DE,Schongau,"47.8124, 10.89664",
130193,Guitare / E.0698,"Gand, Charles Michel (17..-1820)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018677.jpg,,,Europe,France,FR,,,
130195,Cornet à pistons / E.980.2.390,Anonyme,Instrument de musique,Instrument à vent,Cornets à pistons,Cornet à pistons,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000018164.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130197,Ténor de viole / E.980.2.394,"Rose, John junior (15..-1611)",Instrument de musique,Instrument à cordes,Violes,Tenor de viole,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014226.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130199,Archet de violon / E.0680,"Vuillaume, Claude-François I (vers 1729-avant 1802)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000026247.jpg,,,Europe,France,FR,,,
130201,Violoncelle / E.980.2.460,"Guersan, Louis (1700-1770)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014253.jpg,https://mimo-international.com/media/CM/AUDIO/CM0130201eCOAU900006101_04.mp3,"Quatuor op.79 / K.496 [D'après la ""sonate pour violon et piano en si bémol majeur, KV 317d / 378""] Wolfgang Amadeus Mozart, comp.. L'académie royale de musique de Paris, ens. instr. ; Jean-Claude Veilhan, clarinette et cor de basset; Gilles Thomé, cor de basset; Jean Estournet, violon; Jean-Philippe Vasseur, alto; Claire Giardelli, violoncelle; Danièle Salzer, piano-forte",Europe,France,FR,Paris,"48.85341, 2.3488",
130203,Flûte à bec ténor / E.980.2.529,"Martin, Jean Baptiste (1862-1923)",Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014291.jpg,,,Europe,France,FR,La Couture-Boussey,"48.89581, 1.40491",
130205,Contrebasse à trois cordes / E.980.2.464,"Vuillaume, Jean Baptiste (1798-1875)",Instrument de musique,Instrument à cordes,Contrebasses,Contrebasse,Geneviève Thibault de Chambure,x,https://mimo-international.com/media/CM/IMAGE/CMIM000026155.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130207,Basson / E.980.2.515,"Triebert, Frederic (1813-1878)",Instrument de musique,Instrument à vent,Bassons,Basson,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014283.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130208,Basson / E.980.2.517,"Porthaux, Dominique Antony (vers 1751-1839)",Instrument de musique,Instrument à vent,Bassons,Basson,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014284.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130210,Flûte à bec alto / E.980.2.548,"Haka, Richard (avant 1646-1705)",Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014292.jpg,,,Europe,Pays-Bas,NL,Amsterdam,"52.37403, 4.88969",
130212,Violoncelle / E.0691,"Knopf, Henry Richard (1860-1939)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000011615.jpg,,,Amérique du Nord,Etats-Unis,US,New York,"40.71427, -74.00597",Amérique
130214,Basse de viole / E.980.2.667,"Collichon, Michel (1666-1693)",Instrument de musique,Instrument à cordes,Violes,Basse de viole,Geneviève Thibault de Chambure,x,https://mimo-international.com/media/CM/IMAGE/CMIM000029357.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130216,Flûte piccolo / E.980.2.69,"Buffet, Denis (1783-1841)",Instrument de musique,Instrument à vent,Flûtes,Flûte piccolo,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014063.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130218,Flûte à bec ténor en do / E.980.2.86,"Stanesby, Thomas Junior (1692-1754)",Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000014073.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130220,Piano carré / E.980.6.1,"Taskin, Pascal Joseph (1723-1793)",Instrument de musique,Instrument à clavier,Pianos,Piano carré,Yves Bocquet,,https://mimo-international.com/media/CM/IMAGE/CMIM000030085.jpg,,,Europe,France,FR,Versailles,"48.80359, 2.13424",
130222,Piano carré / E.981.13.1,Anonyme,Instrument de musique,Instrument à clavier,Pianos,Piano carré,,x,https://mimo-international.com/media/CM/IMAGE/CMIM000026174.jpg,https://mimo-international.com/media/CM/AUDIO/CM0130222eCOAU000777302_08.mp3,"Sonate en Do mineur, Op.4 n  ̊5 : Andante Hyacinthe Jadin. Aurélien Delage, piano",Europe,France,FR,Paris,"48.85341, 2.3488",
130224,Harpe / E.982.7.1,"Louvet, Pierre (1709-1784)",Instrument de musique,Instrument à cordes,Harpes,Harpe,,,https://mimo-international.com/media/CM/IMAGE/CMIM000028036.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130226,Violon / E.983.1.13,"Widhalm, Leopold (1722-1776)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000014322.jpg,,,Europe,Allemagne,DE,Nuremberg,"49.45421, 11.07752",
130228,Flageolet double / E.982.11.1,"Bainbridge, William (? -1831 ?)",Instrument de musique,Instrument à vent,Flûtes,Flageolet,,,https://mimo-international.com/media/CM/IMAGE/CMIM000014299.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130230,Flageolet double à pompe / E.981,"Simpson, John (18..-1869)",Instrument de musique,Instrument à vent,Flûtes,Flageolet,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013616.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
130232,Piano carré / E.988.17.1,"Pape, Jean-Henri (1789-1875)",Instrument de musique,Instrument à clavier,Pianos,Piano carré,,,https://mimo-international.com/media/CM/IMAGE/CMIM000030242.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130234,Flûte traversière / E.984.8.1,"Fortier, Jean-Baptiste (16..-17..)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,Adolphe Sax,,https://mimo-international.com/media/CM/IMAGE/CMIM000014330.jpg,,,Europe,France,FR,Rouen,"49.44313, 1.09932",
130236,Guitare / E.984.9.1,"Pages Garcia, Juan (1741-1821)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019255.jpg,,,Europe,Espagne,ES,Cadix,"36.52672, -6.2891",
130238,Flûte traversière piccolo / E.982,"Laurent, Claude (1774-1849)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013617.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130240,Reconstitution de vièle / E.0653,"Tolbecque, Auguste (1830-1919)",Instrument de musique,Instrument à cordes,Vièles,Vièle,Charles Petit,,https://mimo-international.com/media/CM/IMAGE/CMIM000013908.jpg,,,Europe,France,FR,Niort,"46.32313, -0.45877",
130242,Reconstitution de crwth / E.0654,"Tolbecque, Auguste (1830-1919)",Instrument de musique,Instrument à cordes,Lyres,Crwth,Charles Petit,,,,,Europe,France,FR,Niort,"46.32313, -0.45877",
130243,Reconstitution de rebec / E.0655,"Tolbecque, Auguste (1830-1919)",Instrument de musique,Instrument à cordes,Vièles,Rebec,Charles Petit,,https://mimo-international.com/media/CM/IMAGE/CMIM000013909.jpg,,,Europe,France,FR,Niort,"46.32313, -0.45877",
130244,Reconstitution de rebec / E.0657,"Tolbecque, Auguste (1830-1919)",Instrument de musique,Instrument à cordes,Vièles,Rebec,Charles Petit,,https://mimo-international.com/media/CM/IMAGE/CMIM000011515.jpg,,,Europe,France,FR,Niort,"46.32313, -0.45877",
130245,Flûte traversière / E.986.4.1,"Lot, Gilles (1721-après 1775)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000014363.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130247,Théorbe / E.26,"Stadler, Jacob (15..- après 1646)",Instrument de musique,Instrument à cordes,Luths,Théorbe,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000018653.jpg,,,Europe,Italie,IT,Naples,"40.85216, 14.26811",
130249,Théorbe / E.24,"Kaiser, Martin (15..-après 1640)",Instrument de musique,Instrument à cordes,Luths,Théorbe,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000016274.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
130251,Reconstitution de lyre / E.927.2.1,"Tolbecque, Auguste (1830-1919)",Instrument de musique,Instrument à cordes,Lyres,Lyre,Charles Petit,,https://mimo-international.com/media/CM/IMAGE/CMIM000023783.jpg,,,Europe,France,FR,Niort,"46.32313, -0.45877",
130252,Flûte traversière / E.992.2.2,"Lot, Gilles (1721-après 1775)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000015142.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130253,Hautbois / E.992.7.1,"Tulou, Jean Louis (1786-1865)",Instrument de musique,Instrument à vent,Hautbois,Hautbois,,,https://mimo-international.com/media/CM/IMAGE/CMIM000015204.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130255,Flûte traversière / E.999.6.1,"Hotteterre dit le Romain, Jacques (Martin) (1673-1763)",Instrument de musique,Instrument à vent,Flûtes,Flûte traversière,,,https://mimo-international.com/media/CM/IMAGE/CMIM000023158.jpg,https://mimo-international.com/media/CM/AUDIO/CM0130255eCOAU900107501_06.mp3,"Gigue en rondo (1731) Michel Blavet. Alexis Kossenko, flûte",Europe,France,FR,Paris,"48.85341, 2.3488",
130257,Clarinette / E.992.2.1,"Geist, Johann Gottfried (17..-?)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029598.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
130259,Fond de contrebasse / E.994,"Gand, Charles François (1787-1845)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000033063.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
