Numéro de notice,Titre,Facteur ou auteur,Type d'objet,Instrument niveau 1,Instrument niveau 2,Instrument niveau 3,Collection d'origine,Incontournable,URL Photographie,URL Enregistrement,Enregistrement,Continent,Pays,Code ISO-2,Ville,Coordonnées,Autres descripteurs géographiques
160368,Boîte à cordes / E.2404,Ecole française,Accessoire,,,,Paul Cesbron,,https://mimo-international.com/media/CM/IMAGE/CMIM000020786.jpg,,,Europe,France,FR,,,
160369,Pince pour centre / E.977.1.33,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160370,"Piano vertical ""Euphonicon"" / E.984.4.1",Anonyme,Instrument de musique,Instrument à clavier,Pianos,Euphonicon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000031828.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
160371,Trompette à pistons / E.727,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Trompettes,Trompette,Adolphe Sax,,https://mimo-international.com/media/CM/IMAGE/CMIM000021628.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160372,Saxhorn basse en si bémol / E.1575,Anonyme,Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021698.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160373,Crochet en forme de T / E.977.1.34,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160374,Castagnette / E.286,Anonyme,Instrument de musique,Instrument à percussion,Castagnettes,Castagnettes,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000031322.jpg,,,Europe,France,FR,,,
160375,Guitare / E.274,Anonyme,Instrument de musique,Instrument à cordes,Guitares,Guitare,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000019206.jpg,,,Europe,Italie,IT,,,
160376,Guitare / E.984.5.1,"Aubert, Claude (17..-après 1790)",Instrument de musique,Instrument à cordes,Guitares,Guitare,,,https://mimo-international.com/media/CM/IMAGE/CMIM000016088.jpg,,,Europe,France,FR,Troyes,"48.30073, 4.08524",
160378,Flûte à bec alto / E.283,Anonyme,Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000013407.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
160379,Guitare électroacoustique modèle Anniversary / E.994.15.1,Anonyme,Instrument de musique,Instrument à cordes,Guitares,Guitare électrique,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019324.jpg,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160380,Trompe / E.287,Anonyme,Instrument de musique,Instrument à vent,Cors,Corne d'appel,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000030948.jpg,,,Europe,France,FR,,,
160381,Mandoline / E.40,"Perou, Nicolas (17..-ap. 1789)",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000019409.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160382,Cornet à pistons / E.1566,Anonyme,Instrument de musique,Instrument à vent,Cornets à pistons,Cornet à pistons,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021709.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160383,Guitare électrique modèle Jazz Guitar Split Sound / E.994.16.1,Anonyme,Instrument de musique,Instrument à cordes,Guitares,Guitare électrique,,,https://mimo-international.com/media/CM/IMAGE/CMIM000019336.jpg,,,Europe,Royaume-Uni,GB,Londres,"51.50853, -0.12574",Angleterre
160384,Mandoline napolitaine / E.984.6.1,"Merrill, Albert Herve",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,,,https://mimo-international.com/media/CM/IMAGE/CMIM000016928.jpg,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160385,Mandoline milanaise / E.41,"Fontanelli, Giovanni Giuseppe (17..-17..)",Instrument de musique,Instrument à cordes,Mandolines,Mandoline,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000019413.jpg,,,Europe,Italie,IT,Bologne,"44.49381, 11.33875",
160386,Saxophone ténor en sib / E.1686,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxophones,Saxophone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021712.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160387,Clef de montage en cordes / E.977.1.35,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160388,Flûte à conduit / E.288,Anonyme,Instrument de musique,Instrument à vent,Flûtes,Flûte à conduit,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000028316.jpg,,,Amérique du Nord,Canada,CA,,,Haïda Gwaïi | Colombie-Britannique | Amérique
160389,Guitare / E.30,Anonyme,Instrument de musique,Instrument à cordes,Guitares,Guitare,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000015220.jpg,,,Europe,Italie,IT,Naples,"40.85216, 14.26811",
160390,Trompette à pistons en mi bémol / E.735,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Trompettes,Trompette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021714.jpg,,,Europe,France,FR,,,
160391,Clairon / E.2212,Anonyme,Instrument de musique,Instrument à vent,Clairons,Clairon,Paul Cesbron,,https://mimo-international.com/media/CM/IMAGE/CMIM000021716.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160392,Levier pour montage des cordes / E.977.1.36,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160393,"Flûte à conduit ""uilacapitztli"" / E.289 bis",Anonyme,Instrument de musique,Instrument à vent,Flûtes,Flûte à conduit,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000024363.jpg,,,Amérique du Nord,Mexique,MX,,,Amérique latine | Amérique
160394,Violon / E.454,"Chanot, François (1788-1825)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000022132.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160395,"Flûte à conduit ""chirimia"" / E.290",Anonyme,Instrument de musique,Instrument à vent,Hautbois,Chirimia,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000028322.jpg,,,,,,,,Amérique latine | Amérique
160397,Levier pour moulage en cordes / E.977.1.37,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160398,Fifre en la bémol / E.479,"Savary père, Jean Baptiste (17..-ap. 1826)",Instrument de musique,Instrument à vent,Flûtes,Fifre,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013470.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160399,Orphéon / E.51,Anonyme,Instrument de musique,Instrument à cordes,Vielles à roue,Orpheon,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000015037.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160400,Pince pour coller les feutres / E.977.1.38,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160401,"Trompe ""rozhok"" / E.292",Anonyme,Instrument de musique,Instrument à vent,Trompettes,Rozhok,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000021997.jpg,,,Europe,Russie,RU,,,
160402,Trompette de parade dite des cent gardes / E.1239,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Trompettes,Trompette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021724.jpg,,,Europe,France,FR,,,
160403,Fraise à roder / E.977.1.39,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160405,Huchet / E.293,Anonyme,Instrument de musique,Instrument à vent,Cors,Huchet,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000020104.jpg,,,Europe,France,FR,,,
160406,Epinette / E.638,"Richard, Michel II (16..-entre 1707 et 1714)",Instrument de musique,Instrument à clavier,Clavecins,Epinette,Besse-Dumas,,https://mimo-international.com/media/CM/IMAGE/CMIM000030613.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160407,Poinçon / E.977.1.40,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160408,Cor à pistons / E.1677,Anonyme,Instrument de musique,Instrument à vent,Cors,Cor d'orchestre,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021728.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160409,Corne d'appel / E.294,Anonyme,Instrument de musique,Instrument à vent,Cors,Corne,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000031595.jpg,,,Europe,Italie,IT,,,
160410,Cor de basset / E.313,"Pfaff, Georg Michael (1823-1893)",Instrument de musique,Instrument à vent,Clarinettes,Cor de basset,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000013411.jpg,,,Europe,Allemagne,DE,Kaiserslautern,"49.443, 7.77161",
160411,Trompe à embouchure latérale / E.295,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000015056.jpg,,,Afrique,,,,,Afrique Centrale
160412,Fer à chauffer / E.977.1.41,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160413,Trompette à piston / E.0860,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette,Georges Le Cerf,,https://mimo-international.com/media/CM/IMAGE/CMIM000021729.jpg,,,Europe,France,FR,,,
160414,Harmonica de verre / E.318,"Deudon, André-Charles-Ghislain (1742-1798)",Instrument de musique,,,,Louis Clapisson,x,https://mimo-international.com/media/CM/IMAGE/CMIM000029744.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160415,Catalogue de feutres et cuirs / E.977.2.1,"Pinet, Léon",Document écrit,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160416,Trompette naturelle en verre / E.297,Anonyme,Instrument de musique,Instrument à vent,Cors,Corne,Louis Clapisson,,,,,Europe,France,FR,,,
160417,Ophicléide basse en si bémol / E.0870,Anonyme,Instrument de musique,Instrument à vent,Ophicléides,Ophicléide,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000021633.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160418,Archet d'alto / E.340,"Tourte, Nicolas Léonard (1746-1807 ou 1817)",Élément d'instrument de musique,,,,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000026365.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160419,Etui pour médiators / E.984.6.2,Ecole française,Accessoire,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160420,Machine à chanfreiner / E.977.2.2,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160421,Violon / E.468,"Gand, Charles François (1787-1845)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013459.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160422,Duplex saxhorn contralto en si bémol et cornet à pistons en si bémol / E.1170,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Duplex,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021670.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160423,Médiator / E.984.6.3,Anonyme,Accessoire,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160424,Saxhorn baryton en si bémol / E.1695,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029878.jpg,,,Europe,France,FR,,,
160425,Clarinette / E.476,"Lefèvre, François (17..-1856)",Instrument de musique,Instrument à vent,Clarinettes,Clarinette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013466.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160426,Lampe à colle / E.977.2.3,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160427,Trompe de chasse / E.0818,Anonyme,Instrument de musique,Instrument à vent,Trompes de chasse,Trompe de chasse,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027940.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160428,Mediator / E.984.6.4,Anonyme,Accessoire,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160429,Trait à filer les cordes / E.977.2.4,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160430,"Virginale à l'octave (""enfant"") / E.653","Ruckers, Ioannes (1578-1642)",Instrument de musique,Instrument à clavier,Clavecins,Virginale,A. Colin,,https://mimo-international.com/media/CM/IMAGE/CMIM000023449.jpg,,,Europe,Belgique,BE,Anvers,"51.22047, 4.40026",
160431,Médiator / E.984.6.5,Anonyme,Accessoire,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160432,Trompette à pistons / E.964.3.1,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette,,,https://mimo-international.com/media/CM/IMAGE/CMIM000021719.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160433,Trait à filer les cordes / E.977.2.5,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160434,Violon / E.477,"Pique, François-Louis (1758-1822)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013467.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160435,Médiator / E.984.6.6,Anonyme,Accessoire,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160436,Trait à filer les cordes / E.977.2.6,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160437,Trompette / E.2382 bis,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette,Paul Cesbron,,https://mimo-international.com/media/CM/IMAGE/CMIM000021642.jpg,,,Asie,Inde,IN,,,
160438,Chapeau chinois / E.498,"Schön, Joseph",Instrument de musique,Instrument à percussion,Grelots,Chapeau chinois,,,https://mimo-international.com/media/CM/IMAGE/CMIM000015068.jpg,,,Europe,Allemagne,DE,Velburg,"49.23212, 11.6716",
160439,Trait à filer les cordes / E.977.2.8,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160440,Médiator / E.984.6.7,Anonyme,Accessoire,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160441,Violon / E.654,"Stainer, Jacob (1617-1683)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013519.jpg,,,Europe,Autriche,AT,Absam,"47.29572, 11.50593",
160443,Trait à filer les cordes / E.977.2.7,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160444,Basson quinte / E.750,"Kraus, I.",Instrument de musique,Instrument à vent,Bassons,Fagottino,Adolphe Sax,,https://mimo-international.com/media/CM/IMAGE/CMIM000013564.jpg,,,Europe,Allemagne,DE,,,
160445,Trompette naturelle / E.299,Anonyme,Instrument de musique,Instrument à vent,Trompettes,Trompette,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000019844.jpg,,,Europe,Allemagne,DE,Neustadt an der Aisch,"49.57953, 10.61126",
160446,Saxhorn alto en fa / E.1696,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029881.jpg,,,Europe,France,FR,,,
160447,Basson / E.979.2.14,"Winnen, Jean (1795-1867)",Instrument de musique,Instrument à vent,Bassons,Basson,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000013968.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160448,Porte-foret / E.977.2.9,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160449,Violon / E.984.7.1,"Français, Emile Marcel (1894-1984)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013112.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160450,Saxhorn soprano ou petit bugle à pistons en mi bémol / E.1693,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029875.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160451,Porte-foret / E.977.2.10,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160453,Flûte eunuque / E.302,Anonyme,Instrument de musique,Membranophone,Mirlitons,Flûte eunuque,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000029729.jpg,,,Europe,France,FR,,,
160454,Saxhorn contrebasse en mi bémol / E.967.3.19,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000016187.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160455,Fraise / E.977.2.11,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160456,Flûte à bec ténor / E.304,"Lener, S. (17..-17..)",Instrument de musique,Instrument à vent,Flûtes,Flûte à bec,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000009994.jpg,,,Europe,Allemagne,DE,,,
160457,Cor naturel / E.0808,"Raoux, Auguste (1795-1871)",Instrument de musique,Instrument à vent,Cors,Cor naturel,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000020632.jpg,,,Europe,France,FR,,,
160458,Tambourin de Provence / E.0699,Anonyme,Instrument de musique,Instrument à percussion,Tambours,Tambourin de Provence,,,https://mimo-international.com/media/CM/IMAGE/CMIM000029342.jpg,,,Europe,France,FR,,,Provence
160459,Porte-foret / E.977.2.12,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160460,Diapason à vent / E.308,"Delusse, Christophe (1729-1794)",Accessoire,,,,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000034795.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160462,Saxhorn contrebasse en si bémol / E.974.11.20,"Sax, Adolphe (1814-1894)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000016185.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160463,Outil à tordre les pointes d'accroche / E.977.2.13,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160464,Violon / E.984.7.2,"Français, Emile Marcel (1894-1984)",Instrument de musique,Instrument à cordes,Violons,Violon,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013116.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160465,Cor naturel / E.0801,Anonyme,Instrument de musique,Instrument à vent,Cors,Cor naturel,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000020624.jpg,,,Europe,France,FR,,,
160466,"Saxhorn baryton en si bémol, en forme de saxtuba, pavillon réversible / E.976.2.8","Sax, Adolphe Edouard (1859-1945)",Instrument de musique,Instrument à vent,Saxhorns,Saxhorn,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018283.jpg,https://mimo-international.com/media/CM/AUDIO/CM0160466eCOAU000749101_04.mp3,"Suite No 12 Pierre Clodomir, composition. Tom Caudelle, saxhorn basse",Europe,France,FR,Paris,"48.85341, 2.3488",
160467,Contrebasse / E.656,Anonyme,Instrument de musique,Instrument à cordes,Contrebasses,Contrebasse,,,https://mimo-international.com/media/CM/IMAGE/CMIM000026090.jpg,,,Europe,Italie,IT,Venise,"45.43713, 12.33265",
160468,Médiator / E.984.6.8,Anonyme,Accessoire,,,,,,,,,Amérique du Nord,Etats-Unis,US,,,Amérique
160469,Lime et rape / E.977.2.14,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160470,Cor alto à pistons en fa / E.0914,Anonyme,Instrument de musique,Instrument à vent,Cors,Cor naturel,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020660.jpg,,,Europe,France,FR,,,
160471,Monture pour 16 diapasons / E.977.2.15,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160472,"Hautbois ténor ""Oboe da caccia"" / E.314",Anonyme,Instrument de musique,Instrument à vent,Hautbois,Hautbois de chasse,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000013412.jpg,,,Europe,,,,,
160473,Trompe de chasse / E.968.7.2,Anonyme,Instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020625.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160474,Archet de violon / E.693,"Tourte, François Xavier (1746 ou 1748-1835)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000026300.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160475,Porte-foret / E.977.2.16,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160476,Alto / E.984.7.3,"Français, Emile Marcel (1894-1984)",Instrument de musique,Instrument à cordes,Altos,Alto,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013119.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160477,Cor naturel / E.2451,"Raoux, Lucien Joseph (1752-1823)",Instrument de musique,Instrument à vent,Cors,Cor naturel,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020630.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160478,Trompette naturelle de forme circulaire / E.1216,"Labbaye, Jacques Christophe (1814-après 1878)",Instrument de musique,Instrument à vent,Trompettes,Trompette naturelle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018194.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160479,Violoncelle / E.984.7.4,"Français, Emile Marcel (1894-1984)",Instrument de musique,Instrument à cordes,Violoncelles,Violoncelle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000013123.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160480,Porte-foret / E.977.2.17,Anonyme,Outil,,,,,,,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160481,Bugle à pistons en mi bémol / E.1242,"Anderst, Johann Friedrich (1804-1871)",Instrument de musique,Instrument à vent,Bugles,Bugle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018275.jpg,,,Europe,Russie,RU,Saint-Pétersbourg,"59.93863, 30.31413",
160482,Cor naturel / E.2450,"Raoux, Auguste (1795-1871)",Instrument de musique,Instrument à vent,Cors,Cor naturel,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020629.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160483,Sonnette / E.325,Anonyme,Instrument de musique,Instrument à percussion,Cloches,Clochette,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000031413.jpg,,,Europe,France,FR,,,
160484,Piano à queue / E.994.17.1,Anonyme,Instrument de musique,Instrument à clavier,Pianos,Piano à queue,,,https://mimo-international.com/media/CM/IMAGE/CMIM000031965.jpg,,,Europe,Suisse,CH,Berne,"53.1814, 8.48222",
160485,Trombone à coulisse / E.1456,"Mahillon, Victor-Charles (1841-1924)",Instrument de musique,Instrument à vent,Trombones,Trombone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020635.jpg,,,Europe,Belgique,BE,Bruxelles,"50.85045, 4.34878",
160486,Bugle à clefs en ut / E.1245,Anonyme,Instrument de musique,Instrument à vent,Bugles,Bugle,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018161.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160487,Portrait d'Emile Français / E.984.7.5,"Margat, André (1903-1997)",Oeuvre d'art,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020940.jpg,,,Europe,France,FR,,,
160489,Tarole / E.994.18.2,Anonyme,Instrument de musique,Instrument à percussion,Tambours,Tarol,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027682.jpg,,,Europe,,,,,
160490,"Cornet à pistons en fa de forme circulaire ""koenighorn"" / E.1249",Anonyme,Instrument de musique,Instrument à vent,Cornets à pistons,Cornet à pistons,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018337.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160491,Sonnette / E.326,Anonyme,Instrument de musique,Instrument à percussion,Cloches,Clochette,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000031415.jpg,,,Europe,France,FR,,,
160492,Bombardon en fa (tuba basse) / E.1468,"Heiser, August",Instrument de musique,Instrument à vent,Tubas,Bombardon,Adolphe Sax,,https://mimo-international.com/media/CM/IMAGE/CMIM000020666.jpg,,,Europe,Allemagne,DE,Potsdam,"52.39886, 13.06566",
160493,Grosse caisse / E.994.18.1,Anonyme,Instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000027712.jpg,,,Europe,,,,,
160494,Archet de violoncelle / E.696,"Henry, Joseph (1823-1870)",Élément d'instrument de musique,,,,,,https://mimo-international.com/media/CM/IMAGE/CMIM000026296.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160495,Piano console / E.977.3.1,Anonyme,Instrument de musique,Instrument à clavier,Pianos,Piano console,,,https://mimo-international.com/media/CM/IMAGE/CMIM000030036.jpg,,,Europe,France,FR,,,
160496,Clochette / E.327,Anonyme,Instrument de musique,Instrument à percussion,Cloches,Clochette,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000031597.jpg,,,Europe,France,FR,,,
160497,Ophicléide alto en mi bémol / E.1258,Anonyme,Instrument de musique,Instrument à vent,Ophicléides,Ophicléide,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020672.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160498,Cor naturel / E.1250,Anonyme,Instrument de musique,Instrument à vent,Cors,Cor naturel,,,https://mimo-international.com/media/CM/IMAGE/CMIM000035301.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160499,Clochette / E.328,Anonyme,Instrument de musique,Instrument à percussion,Cloches,Clochette,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000031598.jpg,,,Europe,Allemagne,DE,,,Saxe
160500,Guitare / E.980.2.295,"Voboam, Alexandre (vers 1633-après 1691)",Instrument de musique,Instrument à cordes,Guitares,Guitare,Geneviève Thibault de Chambure,,https://mimo-international.com/media/CM/IMAGE/CMIM000016038.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160501,Trombone à coulisse en si bémol / E.1252,Anonyme,Instrument de musique,Instrument à vent,Trombones,Trombone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000020677.jpg,,,Europe,France,FR,Paris,"48.85341, 2.3488",
160502,Trombone à coulisse basse en fa / E.1256,"Gabler, Joseph Caspar (1770-1818)",Instrument de musique,Instrument à vent,Trombones,Trombone,,,https://mimo-international.com/media/CM/IMAGE/CMIM000018079.jpg,,,Europe,Allemagne,DE,Berlin,"52.52437, 13.41053",
160503,Grelot / E.329.1,Anonyme,Instrument de musique,Instrument à percussion,Grelots,Grelot,Louis Clapisson,,https://mimo-international.com/media/CM/IMAGE/CMIM000024431.jpg,,,Europe,Gaule,FR,,,
